label,img-1,img-2,img_1_path,img_2_path,result
Akshay Kumar,Akshay Kumar_41.jpg,Akshay Kumar_31.jpg,./Images/Akshay Kumar/Akshay Kumar_41.jpg,./Images/Akshay Kumar/Akshay Kumar_31.jpg,True
Akshay Kumar,Akshay Kumar_18.jpg,Akshay Kumar_16.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,True
Akshay Kumar,Akshay Kumar_4.jpg,Akshay Kumar_7.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,./Images/Akshay Kumar/Akshay Kumar_7.jpg,False
Akshay Kumar,Akshay Kumar_23.jpg,Akshay Kumar_33.jpg,./Images/Akshay Kumar/Akshay Kumar_23.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,True
Akshay Kumar,Akshay Kumar_8.jpg,Akshay Kumar_21.jpg,./Images/Akshay Kumar/Akshay Kumar_8.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,True
Akshay Kumar,Akshay Kumar_43.jpg,Akshay Kumar_5.jpg,./Images/Akshay Kumar/Akshay Kumar_43.jpg,./Images/Akshay Kumar/Akshay Kumar_5.jpg,False
Akshay Kumar,Akshay Kumar_33.jpg,Akshay Kumar_23.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,./Images/Akshay Kumar/Akshay Kumar_23.jpg,True
Akshay Kumar,Akshay Kumar_6.jpg,Akshay Kumar_41.jpg,./Images/Akshay Kumar/Akshay Kumar_6.jpg,./Images/Akshay Kumar/Akshay Kumar_41.jpg,True
Akshay Kumar,Akshay Kumar_9.jpg,Akshay Kumar_25.jpg,./Images/Akshay Kumar/Akshay Kumar_9.jpg,./Images/Akshay Kumar/Akshay Kumar_25.jpg,False
Akshay Kumar,Akshay Kumar_28.jpg,Akshay Kumar_36.jpg,./Images/Akshay Kumar/Akshay Kumar_28.jpg,./Images/Akshay Kumar/Akshay Kumar_36.jpg,False
Akshay Kumar,Akshay Kumar_11.jpg,Akshay Kumar_39.jpg,./Images/Akshay Kumar/Akshay Kumar_11.jpg,./Images/Akshay Kumar/Akshay Kumar_39.jpg,True
Akshay Kumar,Akshay Kumar_1.jpg,Akshay Kumar_40.jpg,./Images/Akshay Kumar/Akshay Kumar_1.jpg,./Images/Akshay Kumar/Akshay Kumar_40.jpg,True
Akshay Kumar,Akshay Kumar_43.jpg,Akshay Kumar_3.jpg,./Images/Akshay Kumar/Akshay Kumar_43.jpg,./Images/Akshay Kumar/Akshay Kumar_3.jpg,True
Akshay Kumar,Akshay Kumar_38.jpg,Akshay Kumar_29.jpg,./Images/Akshay Kumar/Akshay Kumar_38.jpg,./Images/Akshay Kumar/Akshay Kumar_29.jpg,True
Akshay Kumar,Akshay Kumar_2.jpg,Akshay Kumar_49.jpg,./Images/Akshay Kumar/Akshay Kumar_2.jpg,./Images/Akshay Kumar/Akshay Kumar_49.jpg,False
Akshay Kumar,Akshay Kumar_37.jpg,Akshay Kumar_19.jpg,./Images/Akshay Kumar/Akshay Kumar_37.jpg,./Images/Akshay Kumar/Akshay Kumar_19.jpg,True
Akshay Kumar,Akshay Kumar_24.jpg,Akshay Kumar_32.jpg,./Images/Akshay Kumar/Akshay Kumar_24.jpg,./Images/Akshay Kumar/Akshay Kumar_32.jpg,False
Akshay Kumar,Akshay Kumar_21.jpg,Akshay Kumar_4.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,True
Akshay Kumar,Akshay Kumar_31.jpg,Akshay Kumar_5.jpg,./Images/Akshay Kumar/Akshay Kumar_31.jpg,./Images/Akshay Kumar/Akshay Kumar_5.jpg,False
Akshay Kumar,Akshay Kumar_44.jpg,Akshay Kumar_12.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,False
Akshay Kumar,Akshay Kumar_20.jpg,Akshay Kumar_15.jpg,./Images/Akshay Kumar/Akshay Kumar_20.jpg,./Images/Akshay Kumar/Akshay Kumar_15.jpg,False
Akshay Kumar,Akshay Kumar_17.jpg,Akshay Kumar_42.jpg,./Images/Akshay Kumar/Akshay Kumar_17.jpg,./Images/Akshay Kumar/Akshay Kumar_42.jpg,True
Akshay Kumar,Akshay Kumar_30.jpg,Akshay Kumar_0.jpg,./Images/Akshay Kumar/Akshay Kumar_30.jpg,./Images/Akshay Kumar/Akshay Kumar_0.jpg,True
Akshay Kumar,Akshay Kumar_7.jpg,Akshay Kumar_14.jpg,./Images/Akshay Kumar/Akshay Kumar_7.jpg,./Images/Akshay Kumar/Akshay Kumar_14.jpg,True
Akshay Kumar,Akshay Kumar_48.jpg,Akshay Kumar_26.jpg,./Images/Akshay Kumar/Akshay Kumar_48.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,True
Akshay Kumar,Akshay Kumar_46.jpg,Akshay Kumar_34.jpg,./Images/Akshay Kumar/Akshay Kumar_46.jpg,./Images/Akshay Kumar/Akshay Kumar_34.jpg,False
Akshay Kumar,Akshay Kumar_13.jpg,Akshay Kumar_22.jpg,./Images/Akshay Kumar/Akshay Kumar_13.jpg,./Images/Akshay Kumar/Akshay Kumar_22.jpg,False
Akshay Kumar,Akshay Kumar_45.jpg,Akshay Kumar_47.jpg,./Images/Akshay Kumar/Akshay Kumar_45.jpg,./Images/Akshay Kumar/Akshay Kumar_47.jpg,True
Akshay Kumar,Akshay Kumar_18.jpg,Akshay Kumar_10.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,./Images/Akshay Kumar/Akshay Kumar_10.jpg,True
Akshay Kumar,Akshay Kumar_16.jpg,Akshay Kumar_8.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,./Images/Akshay Kumar/Akshay Kumar_8.jpg,False
Akshay Kumar,Akshay Kumar_27.jpg,Akshay Kumar_35.jpg,./Images/Akshay Kumar/Akshay Kumar_27.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,True
Akshay Kumar,Akshay Kumar_21.jpg,Akshay Kumar_48.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,./Images/Akshay Kumar/Akshay Kumar_48.jpg,True
Akshay Kumar,Akshay Kumar_13.jpg,Akshay Kumar_47.jpg,./Images/Akshay Kumar/Akshay Kumar_13.jpg,./Images/Akshay Kumar/Akshay Kumar_47.jpg,True
Akshay Kumar,Akshay Kumar_45.jpg,Akshay Kumar_36.jpg,./Images/Akshay Kumar/Akshay Kumar_45.jpg,./Images/Akshay Kumar/Akshay Kumar_36.jpg,True
Akshay Kumar,Akshay Kumar_11.jpg,Akshay Kumar_27.jpg,./Images/Akshay Kumar/Akshay Kumar_11.jpg,./Images/Akshay Kumar/Akshay Kumar_27.jpg,False
Akshay Kumar,Akshay Kumar_31.jpg,Akshay Kumar_38.jpg,./Images/Akshay Kumar/Akshay Kumar_31.jpg,./Images/Akshay Kumar/Akshay Kumar_38.jpg,True
Akshay Kumar,Akshay Kumar_7.jpg,Akshay Kumar_30.jpg,./Images/Akshay Kumar/Akshay Kumar_7.jpg,./Images/Akshay Kumar/Akshay Kumar_30.jpg,True
Akshay Kumar,Akshay Kumar_44.jpg,Akshay Kumar_12.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,False
Akshay Kumar,Akshay Kumar_17.jpg,Akshay Kumar_40.jpg,./Images/Akshay Kumar/Akshay Kumar_17.jpg,./Images/Akshay Kumar/Akshay Kumar_40.jpg,True
Akshay Kumar,Akshay Kumar_33.jpg,Akshay Kumar_42.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,./Images/Akshay Kumar/Akshay Kumar_42.jpg,True
Akshay Kumar,Akshay Kumar_35.jpg,Akshay Kumar_39.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,./Images/Akshay Kumar/Akshay Kumar_39.jpg,False
Akshay Kumar,Akshay Kumar_46.jpg,Akshay Kumar_2.jpg,./Images/Akshay Kumar/Akshay Kumar_46.jpg,./Images/Akshay Kumar/Akshay Kumar_2.jpg,False
Akshay Kumar,Akshay Kumar_22.jpg,Akshay Kumar_29.jpg,./Images/Akshay Kumar/Akshay Kumar_22.jpg,./Images/Akshay Kumar/Akshay Kumar_29.jpg,True
Akshay Kumar,Akshay Kumar_0.jpg,Akshay Kumar_3.jpg,./Images/Akshay Kumar/Akshay Kumar_0.jpg,./Images/Akshay Kumar/Akshay Kumar_3.jpg,False
Akshay Kumar,Akshay Kumar_5.jpg,Akshay Kumar_25.jpg,./Images/Akshay Kumar/Akshay Kumar_5.jpg,./Images/Akshay Kumar/Akshay Kumar_25.jpg,False
Akshay Kumar,Akshay Kumar_49.jpg,Akshay Kumar_18.jpg,./Images/Akshay Kumar/Akshay Kumar_49.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,False
Akshay Kumar,Akshay Kumar_14.jpg,Akshay Kumar_37.jpg,./Images/Akshay Kumar/Akshay Kumar_14.jpg,./Images/Akshay Kumar/Akshay Kumar_37.jpg,False
Akshay Kumar,Akshay Kumar_19.jpg,Akshay Kumar_1.jpg,./Images/Akshay Kumar/Akshay Kumar_19.jpg,./Images/Akshay Kumar/Akshay Kumar_1.jpg,True
Akshay Kumar,Akshay Kumar_23.jpg,Akshay Kumar_26.jpg,./Images/Akshay Kumar/Akshay Kumar_23.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,True
Akshay Kumar,Akshay Kumar_16.jpg,Akshay Kumar_32.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,./Images/Akshay Kumar/Akshay Kumar_32.jpg,True
Akshay Kumar,Akshay Kumar_8.jpg,Akshay Kumar_28.jpg,./Images/Akshay Kumar/Akshay Kumar_8.jpg,./Images/Akshay Kumar/Akshay Kumar_28.jpg,False
Akshay Kumar,Akshay Kumar_34.jpg,Akshay Kumar_43.jpg,./Images/Akshay Kumar/Akshay Kumar_34.jpg,./Images/Akshay Kumar/Akshay Kumar_43.jpg,True
Akshay Kumar,Akshay Kumar_41.jpg,Akshay Kumar_6.jpg,./Images/Akshay Kumar/Akshay Kumar_41.jpg,./Images/Akshay Kumar/Akshay Kumar_6.jpg,True
Akshay Kumar,Akshay Kumar_4.jpg,Akshay Kumar_20.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,./Images/Akshay Kumar/Akshay Kumar_20.jpg,False
Akshay Kumar,Akshay Kumar_24.jpg,Akshay Kumar_15.jpg,./Images/Akshay Kumar/Akshay Kumar_24.jpg,./Images/Akshay Kumar/Akshay Kumar_15.jpg,True
Akshay Kumar,Akshay Kumar_9.jpg,Akshay Kumar_10.jpg,./Images/Akshay Kumar/Akshay Kumar_9.jpg,./Images/Akshay Kumar/Akshay Kumar_10.jpg,False
Akshay Kumar,Akshay Kumar_32.jpg,Akshay Kumar_46.jpg,./Images/Akshay Kumar/Akshay Kumar_32.jpg,./Images/Akshay Kumar/Akshay Kumar_46.jpg,False
Akshay Kumar,Akshay Kumar_0.jpg,Akshay Kumar_21.jpg,./Images/Akshay Kumar/Akshay Kumar_0.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,False
Akshay Kumar,Akshay Kumar_20.jpg,Akshay Kumar_31.jpg,./Images/Akshay Kumar/Akshay Kumar_20.jpg,./Images/Akshay Kumar/Akshay Kumar_31.jpg,False
Akshay Kumar,Akshay Kumar_12.jpg,Akshay Kumar_19.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,./Images/Akshay Kumar/Akshay Kumar_19.jpg,False
Akshay Kumar,Akshay Kumar_44.jpg,Akshay Kumar_45.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,./Images/Akshay Kumar/Akshay Kumar_45.jpg,True
Akshay Kumar,Akshay Kumar_39.jpg,Akshay Kumar_40.jpg,./Images/Akshay Kumar/Akshay Kumar_39.jpg,./Images/Akshay Kumar/Akshay Kumar_40.jpg,True
Akshay Kumar,Akshay Kumar_4.jpg,Akshay Kumar_8.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,./Images/Akshay Kumar/Akshay Kumar_8.jpg,False
Akshay Kumar,Akshay Kumar_30.jpg,Akshay Kumar_14.jpg,./Images/Akshay Kumar/Akshay Kumar_30.jpg,./Images/Akshay Kumar/Akshay Kumar_14.jpg,True
Akshay Kumar,Akshay Kumar_33.jpg,Akshay Kumar_47.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,./Images/Akshay Kumar/Akshay Kumar_47.jpg,True
Akshay Kumar,Akshay Kumar_26.jpg,Akshay Kumar_49.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,./Images/Akshay Kumar/Akshay Kumar_49.jpg,False
Akshay Kumar,Akshay Kumar_36.jpg,Akshay Kumar_7.jpg,./Images/Akshay Kumar/Akshay Kumar_36.jpg,./Images/Akshay Kumar/Akshay Kumar_7.jpg,False
Akshay Kumar,Akshay Kumar_43.jpg,Akshay Kumar_9.jpg,./Images/Akshay Kumar/Akshay Kumar_43.jpg,./Images/Akshay Kumar/Akshay Kumar_9.jpg,False
Akshay Kumar,Akshay Kumar_18.jpg,Akshay Kumar_29.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,./Images/Akshay Kumar/Akshay Kumar_29.jpg,True
Akshay Kumar,Akshay Kumar_34.jpg,Akshay Kumar_28.jpg,./Images/Akshay Kumar/Akshay Kumar_34.jpg,./Images/Akshay Kumar/Akshay Kumar_28.jpg,True
Akshay Kumar,Akshay Kumar_16.jpg,Akshay Kumar_35.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,True
Akshay Kumar,Akshay Kumar_25.jpg,Akshay Kumar_23.jpg,./Images/Akshay Kumar/Akshay Kumar_25.jpg,./Images/Akshay Kumar/Akshay Kumar_23.jpg,True
Akshay Kumar,Akshay Kumar_41.jpg,Akshay Kumar_10.jpg,./Images/Akshay Kumar/Akshay Kumar_41.jpg,./Images/Akshay Kumar/Akshay Kumar_10.jpg,True
Akshay Kumar,Akshay Kumar_1.jpg,Akshay Kumar_13.jpg,./Images/Akshay Kumar/Akshay Kumar_1.jpg,./Images/Akshay Kumar/Akshay Kumar_13.jpg,True
Akshay Kumar,Akshay Kumar_24.jpg,Akshay Kumar_38.jpg,./Images/Akshay Kumar/Akshay Kumar_24.jpg,./Images/Akshay Kumar/Akshay Kumar_38.jpg,True
Akshay Kumar,Akshay Kumar_3.jpg,Akshay Kumar_6.jpg,./Images/Akshay Kumar/Akshay Kumar_3.jpg,./Images/Akshay Kumar/Akshay Kumar_6.jpg,True
Akshay Kumar,Akshay Kumar_48.jpg,Akshay Kumar_2.jpg,./Images/Akshay Kumar/Akshay Kumar_48.jpg,./Images/Akshay Kumar/Akshay Kumar_2.jpg,True
Akshay Kumar,Akshay Kumar_11.jpg,Akshay Kumar_15.jpg,./Images/Akshay Kumar/Akshay Kumar_11.jpg,./Images/Akshay Kumar/Akshay Kumar_15.jpg,False
Akshay Kumar,Akshay Kumar_37.jpg,Akshay Kumar_17.jpg,./Images/Akshay Kumar/Akshay Kumar_37.jpg,./Images/Akshay Kumar/Akshay Kumar_17.jpg,True
Akshay Kumar,Akshay Kumar_27.jpg,Akshay Kumar_42.jpg,./Images/Akshay Kumar/Akshay Kumar_27.jpg,./Images/Akshay Kumar/Akshay Kumar_42.jpg,True
Akshay Kumar,Akshay Kumar_22.jpg,Akshay Kumar_5.jpg,./Images/Akshay Kumar/Akshay Kumar_22.jpg,./Images/Akshay Kumar/Akshay Kumar_5.jpg,False
Akshay Kumar,Akshay Kumar_24.jpg,Akshay Kumar_43.jpg,./Images/Akshay Kumar/Akshay Kumar_24.jpg,./Images/Akshay Kumar/Akshay Kumar_43.jpg,True
Akshay Kumar,Akshay Kumar_32.jpg,Akshay Kumar_14.jpg,./Images/Akshay Kumar/Akshay Kumar_32.jpg,./Images/Akshay Kumar/Akshay Kumar_14.jpg,True
Akshay Kumar,Akshay Kumar_5.jpg,Akshay Kumar_49.jpg,./Images/Akshay Kumar/Akshay Kumar_5.jpg,./Images/Akshay Kumar/Akshay Kumar_49.jpg,False
Akshay Kumar,Akshay Kumar_35.jpg,Akshay Kumar_0.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,./Images/Akshay Kumar/Akshay Kumar_0.jpg,False
Akshay Kumar,Akshay Kumar_15.jpg,Akshay Kumar_41.jpg,./Images/Akshay Kumar/Akshay Kumar_15.jpg,./Images/Akshay Kumar/Akshay Kumar_41.jpg,True
Akshay Kumar,Akshay Kumar_17.jpg,Akshay Kumar_20.jpg,./Images/Akshay Kumar/Akshay Kumar_17.jpg,./Images/Akshay Kumar/Akshay Kumar_20.jpg,False
Akshay Kumar,Akshay Kumar_13.jpg,Akshay Kumar_33.jpg,./Images/Akshay Kumar/Akshay Kumar_13.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,True
Akshay Kumar,Akshay Kumar_25.jpg,Akshay Kumar_40.jpg,./Images/Akshay Kumar/Akshay Kumar_25.jpg,./Images/Akshay Kumar/Akshay Kumar_40.jpg,True
Akshay Kumar,Akshay Kumar_2.jpg,Akshay Kumar_26.jpg,./Images/Akshay Kumar/Akshay Kumar_2.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,True
Akshay Kumar,Akshay Kumar_12.jpg,Akshay Kumar_38.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,./Images/Akshay Kumar/Akshay Kumar_38.jpg,False
Akshay Kumar,Akshay Kumar_16.jpg,Akshay Kumar_28.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,./Images/Akshay Kumar/Akshay Kumar_28.jpg,True
Akshay Kumar,Akshay Kumar_34.jpg,Akshay Kumar_8.jpg,./Images/Akshay Kumar/Akshay Kumar_34.jpg,./Images/Akshay Kumar/Akshay Kumar_8.jpg,True
Akshay Kumar,Akshay Kumar_6.jpg,Akshay Kumar_10.jpg,./Images/Akshay Kumar/Akshay Kumar_6.jpg,./Images/Akshay Kumar/Akshay Kumar_10.jpg,True
Akshay Kumar,Akshay Kumar_1.jpg,Akshay Kumar_37.jpg,./Images/Akshay Kumar/Akshay Kumar_1.jpg,./Images/Akshay Kumar/Akshay Kumar_37.jpg,True
Akshay Kumar,Akshay Kumar_36.jpg,Akshay Kumar_3.jpg,./Images/Akshay Kumar/Akshay Kumar_36.jpg,./Images/Akshay Kumar/Akshay Kumar_3.jpg,False
Akshay Kumar,Akshay Kumar_23.jpg,Akshay Kumar_4.jpg,./Images/Akshay Kumar/Akshay Kumar_23.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,True
Akshay Kumar,Akshay Kumar_44.jpg,Akshay Kumar_27.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,./Images/Akshay Kumar/Akshay Kumar_27.jpg,False
Akshay Kumar,Akshay Kumar_11.jpg,Akshay Kumar_9.jpg,./Images/Akshay Kumar/Akshay Kumar_11.jpg,./Images/Akshay Kumar/Akshay Kumar_9.jpg,True
Akshay Kumar,Akshay Kumar_29.jpg,Akshay Kumar_22.jpg,./Images/Akshay Kumar/Akshay Kumar_29.jpg,./Images/Akshay Kumar/Akshay Kumar_22.jpg,True
Akshay Kumar,Akshay Kumar_30.jpg,Akshay Kumar_48.jpg,./Images/Akshay Kumar/Akshay Kumar_30.jpg,./Images/Akshay Kumar/Akshay Kumar_48.jpg,False
Akshay Kumar,Akshay Kumar_18.jpg,Akshay Kumar_21.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,True
Akshay Kumar,Akshay Kumar_7.jpg,Akshay Kumar_46.jpg,./Images/Akshay Kumar/Akshay Kumar_7.jpg,./Images/Akshay Kumar/Akshay Kumar_46.jpg,False
Akshay Kumar,Akshay Kumar_31.jpg,Akshay Kumar_42.jpg,./Images/Akshay Kumar/Akshay Kumar_31.jpg,./Images/Akshay Kumar/Akshay Kumar_42.jpg,True
Akshay Kumar,Akshay Kumar_19.jpg,Akshay Kumar_45.jpg,./Images/Akshay Kumar/Akshay Kumar_19.jpg,./Images/Akshay Kumar/Akshay Kumar_45.jpg,True
Akshay Kumar,Akshay Kumar_47.jpg,Akshay Kumar_39.jpg,./Images/Akshay Kumar/Akshay Kumar_47.jpg,./Images/Akshay Kumar/Akshay Kumar_39.jpg,False
Akshay Kumar,Akshay Kumar_0.jpg,Akshay Kumar_34.jpg,./Images/Akshay Kumar/Akshay Kumar_0.jpg,./Images/Akshay Kumar/Akshay Kumar_34.jpg,True
Akshay Kumar,Akshay Kumar_41.jpg,Akshay Kumar_44.jpg,./Images/Akshay Kumar/Akshay Kumar_41.jpg,./Images/Akshay Kumar/Akshay Kumar_44.jpg,True
Akshay Kumar,Akshay Kumar_12.jpg,Akshay Kumar_23.jpg,./Images/Akshay Kumar/Akshay Kumar_12.jpg,./Images/Akshay Kumar/Akshay Kumar_23.jpg,False
Akshay Kumar,Akshay Kumar_29.jpg,Akshay Kumar_45.jpg,./Images/Akshay Kumar/Akshay Kumar_29.jpg,./Images/Akshay Kumar/Akshay Kumar_45.jpg,True
Akshay Kumar,Akshay Kumar_31.jpg,Akshay Kumar_42.jpg,./Images/Akshay Kumar/Akshay Kumar_31.jpg,./Images/Akshay Kumar/Akshay Kumar_42.jpg,True
Akshay Kumar,Akshay Kumar_17.jpg,Akshay Kumar_9.jpg,./Images/Akshay Kumar/Akshay Kumar_17.jpg,./Images/Akshay Kumar/Akshay Kumar_9.jpg,False
Akshay Kumar,Akshay Kumar_1.jpg,Akshay Kumar_8.jpg,./Images/Akshay Kumar/Akshay Kumar_1.jpg,./Images/Akshay Kumar/Akshay Kumar_8.jpg,False
Akshay Kumar,Akshay Kumar_32.jpg,Akshay Kumar_24.jpg,./Images/Akshay Kumar/Akshay Kumar_32.jpg,./Images/Akshay Kumar/Akshay Kumar_24.jpg,False
Akshay Kumar,Akshay Kumar_3.jpg,Akshay Kumar_35.jpg,./Images/Akshay Kumar/Akshay Kumar_3.jpg,./Images/Akshay Kumar/Akshay Kumar_35.jpg,True
Akshay Kumar,Akshay Kumar_21.jpg,Akshay Kumar_5.jpg,./Images/Akshay Kumar/Akshay Kumar_21.jpg,./Images/Akshay Kumar/Akshay Kumar_5.jpg,False
Akshay Kumar,Akshay Kumar_27.jpg,Akshay Kumar_30.jpg,./Images/Akshay Kumar/Akshay Kumar_27.jpg,./Images/Akshay Kumar/Akshay Kumar_30.jpg,False
Akshay Kumar,Akshay Kumar_16.jpg,Akshay Kumar_13.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,./Images/Akshay Kumar/Akshay Kumar_13.jpg,True
Akshay Kumar,Akshay Kumar_25.jpg,Akshay Kumar_40.jpg,./Images/Akshay Kumar/Akshay Kumar_25.jpg,./Images/Akshay Kumar/Akshay Kumar_40.jpg,True
Akshay Kumar,Akshay Kumar_2.jpg,Akshay Kumar_33.jpg,./Images/Akshay Kumar/Akshay Kumar_2.jpg,./Images/Akshay Kumar/Akshay Kumar_33.jpg,True
Akshay Kumar,Akshay Kumar_11.jpg,Akshay Kumar_28.jpg,./Images/Akshay Kumar/Akshay Kumar_11.jpg,./Images/Akshay Kumar/Akshay Kumar_28.jpg,False
Akshay Kumar,Akshay Kumar_6.jpg,Akshay Kumar_18.jpg,./Images/Akshay Kumar/Akshay Kumar_6.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,True
Akshay Kumar,Akshay Kumar_4.jpg,Akshay Kumar_26.jpg,./Images/Akshay Kumar/Akshay Kumar_4.jpg,./Images/Akshay Kumar/Akshay Kumar_26.jpg,True
Akshay Kumar,Akshay Kumar_15.jpg,Akshay Kumar_7.jpg,./Images/Akshay Kumar/Akshay Kumar_15.jpg,./Images/Akshay Kumar/Akshay Kumar_7.jpg,False
