label,img-1,img-2,img_1_path,img_2_path,actual_result,result
Natalie Portman,Natalie Portman_42.jpg,Amitabh Bachchan_42.jpg,./Images/Natalie Portman/Natalie Portman_42.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_42.jpg,False,
Margot Robbie,Margot Robbie_70.jpg,Amitabh Bachchan_18.jpg,./Images/Margot Robbie/Margot Robbie_70.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_18.jpg,False,
Priyanka Chopra,Priyanka Chopra_71.jpg,Jessica Alba_11.jpg,./Images/Priyanka Chopra/Priyanka Chopra_71.jpg,./Images/Jessica Alba/Jessica Alba_11.jpg,False,
Ellen Degeneres,Ellen Degeneres_35.jpg,Camila Cabello_60.jpg,./Images/Ellen Degeneres/Ellen Degeneres_35.jpg,./Images/Camila Cabello/Camila Cabello_60.jpg,False,
Billie Eilish,Billie Eilish_58.jpg,Jessica Alba_2.jpg,./Images/Billie Eilish/Billie Eilish_58.jpg,./Images/Jessica Alba/Jessica Alba_2.jpg,False,
Dwayne Johnson,Dwayne Johnson_10.jpg,Claire Holt_69.jpg,./Images/Dwayne Johnson/Dwayne Johnson_10.jpg,./Images/Claire Holt/Claire Holt_69.jpg,False,
Kashyap,Kashyap_14.jpg,Zac Efron_51.jpg,./Images/Kashyap/Kashyap_14.jpg,./Images/Zac Efron/Zac Efron_51.jpg,False,
Akshay Kumar,Akshay Kumar_49.jpg,Jessica Alba_72.jpg,./Images/Akshay Kumar/Akshay Kumar_49.jpg,./Images/Jessica Alba/Jessica Alba_72.jpg,False,
Akshay Kumar,Akshay Kumar_47.jpg,Ellen Degeneres_45.jpg,./Images/Akshay Kumar/Akshay Kumar_47.jpg,./Images/Ellen Degeneres/Ellen Degeneres_45.jpg,False,
Robert Downey Jr,Robert Downey Jr_94.jpg,Henry Cavill_48.jpg,./Images/Robert Downey Jr/Robert Downey Jr_94.jpg,./Images/Henry Cavill/Henry Cavill_48.jpg,False,
Alexandra Daddario,Alexandra Daddario_10.jpg,Akshay Kumar_38.jpg,./Images/Alexandra Daddario/Alexandra Daddario_10.jpg,./Images/Akshay Kumar/Akshay Kumar_38.jpg,False,
Anushka Sharma,Anushka Sharma_22.jpg,Alexandra Daddario_58.jpg,./Images/Anushka Sharma/Anushka Sharma_22.jpg,./Images/Alexandra Daddario/Alexandra Daddario_58.jpg,False,
Alexandra Daddario,Alexandra Daddario_14.jpg,Hrithik Roshan_36.jpg,./Images/Alexandra Daddario/Alexandra Daddario_14.jpg,./Images/Hrithik Roshan/Hrithik Roshan_36.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_47.jpg,Lisa Kudrow_32.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_47.jpg,./Images/Lisa Kudrow/Lisa Kudrow_32.jpg,False,
Lisa Kudrow,Lisa Kudrow_67.jpg,Billie Eilish_66.jpg,./Images/Lisa Kudrow/Lisa Kudrow_67.jpg,./Images/Billie Eilish/Billie Eilish_66.jpg,False,
Anushka Sharma,Anushka Sharma_57.jpg,Priyanka Chopra_26.jpg,./Images/Anushka Sharma/Anushka Sharma_57.jpg,./Images/Priyanka Chopra/Priyanka Chopra_26.jpg,False,
Alia Bhatt,Alia Bhatt_45.jpg,Claire Holt_83.jpg,./Images/Alia Bhatt/Alia Bhatt_45.jpg,./Images/Claire Holt/Claire Holt_83.jpg,False,
Margot Robbie,Margot Robbie_5.jpg,Andy Samberg_63.jpg,./Images/Margot Robbie/Margot Robbie_5.jpg,./Images/Andy Samberg/Andy Samberg_63.jpg,False,
Margot Robbie,Margot Robbie_23.jpg,Henry Cavill_92.jpg,./Images/Margot Robbie/Margot Robbie_23.jpg,./Images/Henry Cavill/Henry Cavill_92.jpg,False,
Courtney Cox,Courtney Cox_61.jpg,Ellen Degeneres_73.jpg,./Images/Courtney Cox/Courtney Cox_61.jpg,./Images/Ellen Degeneres/Ellen Degeneres_73.jpg,False,
Virat Kohli,Virat Kohli_21.jpg,Zac Efron_74.jpg,./Images/Virat Kohli/Virat Kohli_21.jpg,./Images/Zac Efron/Zac Efron_74.jpg,False,
Jessica Alba,Jessica Alba_57.jpg,Courtney Cox_63.jpg,./Images/Jessica Alba/Jessica Alba_57.jpg,./Images/Courtney Cox/Courtney Cox_63.jpg,False,
Camila Cabello,Camila Cabello_44.jpg,Anushka Sharma_17.jpg,./Images/Camila Cabello/Camila Cabello_44.jpg,./Images/Anushka Sharma/Anushka Sharma_17.jpg,False,
Lisa Kudrow,Lisa Kudrow_52.jpg,Akshay Kumar_18.jpg,./Images/Lisa Kudrow/Lisa Kudrow_52.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,False,
Alexandra Daddario,Alexandra Daddario_89.jpg,Claire Holt_40.jpg,./Images/Alexandra Daddario/Alexandra Daddario_89.jpg,./Images/Claire Holt/Claire Holt_40.jpg,False,
Camila Cabello,Camila Cabello_49.jpg,Dwayne Johnson_51.jpg,./Images/Camila Cabello/Camila Cabello_49.jpg,./Images/Dwayne Johnson/Dwayne Johnson_51.jpg,False,
Andy Samberg,Andy Samberg_91.jpg,Henry Cavill_62.jpg,./Images/Andy Samberg/Andy Samberg_91.jpg,./Images/Henry Cavill/Henry Cavill_62.jpg,False,
Henry Cavill,Henry Cavill_85.jpg,Priyanka Chopra_80.jpg,./Images/Henry Cavill/Henry Cavill_85.jpg,./Images/Priyanka Chopra/Priyanka Chopra_80.jpg,False,
Camila Cabello,Camila Cabello_16.jpg,Marmik_29.jpg,./Images/Camila Cabello/Camila Cabello_16.jpg,./Images/Marmik/Marmik_29.jpg,False,
Courtney Cox,Courtney Cox_58.jpg,Roger Federer_60.jpg,./Images/Courtney Cox/Courtney Cox_58.jpg,./Images/Roger Federer/Roger Federer_60.jpg,False,
Margot Robbie,Margot Robbie_26.jpg,Hugh Jackman_24.jpg,./Images/Margot Robbie/Margot Robbie_26.jpg,./Images/Hugh Jackman/Hugh Jackman_24.jpg,False,
Kashyap,Kashyap_8.jpg,Dwayne Johnson_60.jpg,./Images/Kashyap/Kashyap_8.jpg,./Images/Dwayne Johnson/Dwayne Johnson_60.jpg,False,
Alexandra Daddario,Alexandra Daddario_50.jpg,Hrithik Roshan_99.jpg,./Images/Alexandra Daddario/Alexandra Daddario_50.jpg,./Images/Hrithik Roshan/Hrithik Roshan_99.jpg,False,
Akshay Kumar,Akshay Kumar_34.jpg,Camila Cabello_5.jpg,./Images/Akshay Kumar/Akshay Kumar_34.jpg,./Images/Camila Cabello/Camila Cabello_5.jpg,False,
Vijay Deverakonda,Vijay Deverakonda_103.jpg,Alia Bhatt_58.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_103.jpg,./Images/Alia Bhatt/Alia Bhatt_58.jpg,False,
Virat Kohli,Virat Kohli_48.jpg,Zac Efron_76.jpg,./Images/Virat Kohli/Virat Kohli_48.jpg,./Images/Zac Efron/Zac Efron_76.jpg,False,
Kashyap,Kashyap_27.jpg,Robert Downey Jr_74.jpg,./Images/Kashyap/Kashyap_27.jpg,./Images/Robert Downey Jr/Robert Downey Jr_74.jpg,False,
Courtney Cox,Courtney Cox_4.jpg,Priyanka Chopra_17.jpg,./Images/Courtney Cox/Courtney Cox_4.jpg,./Images/Priyanka Chopra/Priyanka Chopra_17.jpg,False,
Tom Cruise,Tom Cruise_24.jpg,Anushka Sharma_50.jpg,./Images/Tom Cruise/Tom Cruise_24.jpg,./Images/Anushka Sharma/Anushka Sharma_50.jpg,False,
Billie Eilish,Billie Eilish_25.jpg,Courtney Cox_17.jpg,./Images/Billie Eilish/Billie Eilish_25.jpg,./Images/Courtney Cox/Courtney Cox_17.jpg,False,
Charlize Theron,Charlize Theron_25.jpg,Virat Kohli_45.jpg,./Images/Charlize Theron/Charlize Theron_25.jpg,./Images/Virat Kohli/Virat Kohli_45.jpg,False,
Lisa Kudrow,Lisa Kudrow_35.jpg,Hugh Jackman_15.jpg,./Images/Lisa Kudrow/Lisa Kudrow_35.jpg,./Images/Hugh Jackman/Hugh Jackman_15.jpg,False,
Dwayne Johnson,Dwayne Johnson_24.jpg,Jessica Alba_75.jpg,./Images/Dwayne Johnson/Dwayne Johnson_24.jpg,./Images/Jessica Alba/Jessica Alba_75.jpg,False,
Camila Cabello,Camila Cabello_29.jpg,Tom Cruise_12.jpg,./Images/Camila Cabello/Camila Cabello_29.jpg,./Images/Tom Cruise/Tom Cruise_12.jpg,False,
Jessica Alba,Jessica Alba_77.jpg,Hrithik Roshan_36.jpg,./Images/Jessica Alba/Jessica Alba_77.jpg,./Images/Hrithik Roshan/Hrithik Roshan_36.jpg,False,
Jessica Alba,Jessica Alba_80.jpg,Charlize Theron_70.jpg,./Images/Jessica Alba/Jessica Alba_80.jpg,./Images/Charlize Theron/Charlize Theron_70.jpg,False,
Tom Cruise,Tom Cruise_42.jpg,Marmik_0.jpg,./Images/Tom Cruise/Tom Cruise_42.jpg,./Images/Marmik/Marmik_0.jpg,False,
Natalie Portman,Natalie Portman_8.jpg,Akshay Kumar_18.jpg,./Images/Natalie Portman/Natalie Portman_8.jpg,./Images/Akshay Kumar/Akshay Kumar_18.jpg,False,
Virat Kohli,Virat Kohli_2.jpg,Alexandra Daddario_6.jpg,./Images/Virat Kohli/Virat Kohli_2.jpg,./Images/Alexandra Daddario/Alexandra Daddario_6.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_1.jpg,Robert Downey Jr_92.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_1.jpg,./Images/Robert Downey Jr/Robert Downey Jr_92.jpg,False,
Henry Cavill,Henry Cavill_5.jpg,Andy Samberg_48.jpg,./Images/Henry Cavill/Henry Cavill_5.jpg,./Images/Andy Samberg/Andy Samberg_48.jpg,False,
Courtney Cox,Courtney Cox_40.jpg,Elizabeth Olsen_25.jpg,./Images/Courtney Cox/Courtney Cox_40.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_25.jpg,False,
Alexandra Daddario,Alexandra Daddario_81.jpg,Priyanka Chopra_38.jpg,./Images/Alexandra Daddario/Alexandra Daddario_81.jpg,./Images/Priyanka Chopra/Priyanka Chopra_38.jpg,False,
Hugh Jackman,Hugh Jackman_92.jpg,Virat Kohli_37.jpg,./Images/Hugh Jackman/Hugh Jackman_92.jpg,./Images/Virat Kohli/Virat Kohli_37.jpg,False,
Margot Robbie,Margot Robbie_9.jpg,Anushka Sharma_6.jpg,./Images/Margot Robbie/Margot Robbie_9.jpg,./Images/Anushka Sharma/Anushka Sharma_6.jpg,False,
Vijay Deverakonda,Vijay Deverakonda_69.jpg,Virat Kohli_26.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_69.jpg,./Images/Virat Kohli/Virat Kohli_26.jpg,False,
Marmik,Marmik_18.jpg,Natalie Portman_23.jpg,./Images/Marmik/Marmik_18.jpg,./Images/Natalie Portman/Natalie Portman_23.jpg,False,
Andy Samberg,Andy Samberg_5.jpg,Courtney Cox_33.jpg,./Images/Andy Samberg/Andy Samberg_5.jpg,./Images/Courtney Cox/Courtney Cox_33.jpg,False,
Hugh Jackman,Hugh Jackman_45.jpg,Roger Federer_38.jpg,./Images/Hugh Jackman/Hugh Jackman_45.jpg,./Images/Roger Federer/Roger Federer_38.jpg,False,
Marmik,Marmik_12.jpg,Robert Downey Jr_76.jpg,./Images/Marmik/Marmik_12.jpg,./Images/Robert Downey Jr/Robert Downey Jr_76.jpg,False,
Alia Bhatt,Alia Bhatt_3.jpg,Brad Pitt_116.jpg,./Images/Alia Bhatt/Alia Bhatt_3.jpg,./Images/Brad Pitt/Brad Pitt_116.jpg,False,
Brad Pitt,Brad Pitt_40.jpg,Alexandra Daddario_14.jpg,./Images/Brad Pitt/Brad Pitt_40.jpg,./Images/Alexandra Daddario/Alexandra Daddario_14.jpg,False,
Margot Robbie,Margot Robbie_56.jpg,Alexandra Daddario_17.jpg,./Images/Margot Robbie/Margot Robbie_56.jpg,./Images/Alexandra Daddario/Alexandra Daddario_17.jpg,False,
Camila Cabello,Camila Cabello_39.jpg,Billie Eilish_82.jpg,./Images/Camila Cabello/Camila Cabello_39.jpg,./Images/Billie Eilish/Billie Eilish_82.jpg,False,
Vijay Deverakonda,Vijay Deverakonda_85.jpg,Margot Robbie_6.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_85.jpg,./Images/Margot Robbie/Margot Robbie_6.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_9.jpg,Jessica Alba_44.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_9.jpg,./Images/Jessica Alba/Jessica Alba_44.jpg,False,
Billie Eilish,Billie Eilish_3.jpg,Natalie Portman_15.jpg,./Images/Billie Eilish/Billie Eilish_3.jpg,./Images/Natalie Portman/Natalie Portman_15.jpg,False,
Kashyap,Kashyap_15.jpg,Zac Efron_15.jpg,./Images/Kashyap/Kashyap_15.jpg,./Images/Zac Efron/Zac Efron_15.jpg,False,
Henry Cavill,Henry Cavill_4.jpg,Hrithik Roshan_60.jpg,./Images/Henry Cavill/Henry Cavill_4.jpg,./Images/Hrithik Roshan/Hrithik Roshan_60.jpg,False,
Courtney Cox,Courtney Cox_63.jpg,Akshay Kumar_19.jpg,./Images/Courtney Cox/Courtney Cox_63.jpg,./Images/Akshay Kumar/Akshay Kumar_19.jpg,False,
Priyanka Chopra,Priyanka Chopra_53.jpg,Roger Federer_1.jpg,./Images/Priyanka Chopra/Priyanka Chopra_53.jpg,./Images/Roger Federer/Roger Federer_1.jpg,False,
Brad Pitt,Brad Pitt_51.jpg,Anushka Sharma_37.jpg,./Images/Brad Pitt/Brad Pitt_51.jpg,./Images/Anushka Sharma/Anushka Sharma_37.jpg,False,
Claire Holt,Claire Holt_33.jpg,Vijay Deverakonda_48.jpg,./Images/Claire Holt/Claire Holt_33.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_48.jpg,False,
Camila Cabello,Camila Cabello_48.jpg,Claire Holt_58.jpg,./Images/Camila Cabello/Camila Cabello_48.jpg,./Images/Claire Holt/Claire Holt_58.jpg,False,
Marmik,Marmik_20.jpg,Alia Bhatt_37.jpg,./Images/Marmik/Marmik_20.jpg,./Images/Alia Bhatt/Alia Bhatt_37.jpg,False,
Elizabeth Olsen,Elizabeth Olsen_42.jpg,Brad Pitt_84.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_42.jpg,./Images/Brad Pitt/Brad Pitt_84.jpg,False,
Billie Eilish,Billie Eilish_50.jpg,Henry Cavill_18.jpg,./Images/Billie Eilish/Billie Eilish_50.jpg,./Images/Henry Cavill/Henry Cavill_18.jpg,False,
Camila Cabello,Camila Cabello_44.jpg,Hugh Jackman_69.jpg,./Images/Camila Cabello/Camila Cabello_44.jpg,./Images/Hugh Jackman/Hugh Jackman_69.jpg,False,
Lisa Kudrow,Lisa Kudrow_8.jpg,Elizabeth Olsen_51.jpg,./Images/Lisa Kudrow/Lisa Kudrow_8.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_51.jpg,False,
Vijay Deverakonda,Vijay Deverakonda_7.jpg,Hugh Jackman_41.jpg,./Images/Vijay Deverakonda/Vijay Deverakonda_7.jpg,./Images/Hugh Jackman/Hugh Jackman_41.jpg,False,
Camila Cabello,Camila Cabello_44.jpg,Elizabeth Olsen_54.jpg,./Images/Camila Cabello/Camila Cabello_44.jpg,./Images/Elizabeth Olsen/Elizabeth Olsen_54.jpg,False,
Alexandra Daddario,Alexandra Daddario_87.jpg,Dwayne Johnson_3.jpg,./Images/Alexandra Daddario/Alexandra Daddario_87.jpg,./Images/Dwayne Johnson/Dwayne Johnson_3.jpg,False,
Virat Kohli,Virat Kohli_6.jpg,Margot Robbie_6.jpg,./Images/Virat Kohli/Virat Kohli_6.jpg,./Images/Margot Robbie/Margot Robbie_6.jpg,False,
Anushka Sharma,Anushka Sharma_5.jpg,Charlize Theron_64.jpg,./Images/Anushka Sharma/Anushka Sharma_5.jpg,./Images/Charlize Theron/Charlize Theron_64.jpg,False,
Jessica Alba,Jessica Alba_69.jpg,Amitabh Bachchan_71.jpg,./Images/Jessica Alba/Jessica Alba_69.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_71.jpg,False,
Tom Cruise,Tom Cruise_28.jpg,Jessica Alba_7.jpg,./Images/Tom Cruise/Tom Cruise_28.jpg,./Images/Jessica Alba/Jessica Alba_7.jpg,False,
Hrithik Roshan,Hrithik Roshan_63.jpg,Zac Efron_80.jpg,./Images/Hrithik Roshan/Hrithik Roshan_63.jpg,./Images/Zac Efron/Zac Efron_80.jpg,False,
Charlize Theron,Charlize Theron_70.jpg,Jessica Alba_10.jpg,./Images/Charlize Theron/Charlize Theron_70.jpg,./Images/Jessica Alba/Jessica Alba_10.jpg,False,
Jessica Alba,Jessica Alba_79.jpg,Alexandra Daddario_54.jpg,./Images/Jessica Alba/Jessica Alba_79.jpg,./Images/Alexandra Daddario/Alexandra Daddario_54.jpg,False,
Alexandra Daddario,Alexandra Daddario_14.jpg,Lisa Kudrow_61.jpg,./Images/Alexandra Daddario/Alexandra Daddario_14.jpg,./Images/Lisa Kudrow/Lisa Kudrow_61.jpg,False,
Camila Cabello,Camila Cabello_47.jpg,Billie Eilish_11.jpg,./Images/Camila Cabello/Camila Cabello_47.jpg,./Images/Billie Eilish/Billie Eilish_11.jpg,False,
Robert Downey Jr,Robert Downey Jr_6.jpg,Alexandra Daddario_89.jpg,./Images/Robert Downey Jr/Robert Downey Jr_6.jpg,./Images/Alexandra Daddario/Alexandra Daddario_89.jpg,False,
Dwayne Johnson,Dwayne Johnson_15.jpg,Zac Efron_24.jpg,./Images/Dwayne Johnson/Dwayne Johnson_15.jpg,./Images/Zac Efron/Zac Efron_24.jpg,False,
Amitabh Bachchan,Amitabh Bachchan_55.jpg,Billie Eilish_79.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_55.jpg,./Images/Billie Eilish/Billie Eilish_79.jpg,False,
Charlize Theron,Charlize Theron_23.jpg,Akshay Kumar_16.jpg,./Images/Charlize Theron/Charlize Theron_23.jpg,./Images/Akshay Kumar/Akshay Kumar_16.jpg,False,
Margot Robbie,Margot Robbie_39.jpg,Amitabh Bachchan_31.jpg,./Images/Margot Robbie/Margot Robbie_39.jpg,./Images/Amitabh Bachchan/Amitabh Bachchan_31.jpg,False,
Anushka Sharma,Anushka Sharma_28.jpg,Hrithik Roshan_78.jpg,./Images/Anushka Sharma/Anushka Sharma_28.jpg,./Images/Hrithik Roshan/Hrithik Roshan_78.jpg,False,
Robert Downey Jr,Robert Downey Jr_32.jpg,Brad Pitt_18.jpg,./Images/Robert Downey Jr/Robert Downey Jr_32.jpg,./Images/Brad Pitt/Brad Pitt_18.jpg,False,
Charlize Theron,Charlize Theron_1.jpg,Tom Cruise_29.jpg,./Images/Charlize Theron/Charlize Theron_1.jpg,./Images/Tom Cruise/Tom Cruise_29.jpg,False,
Jessica Alba,Jessica Alba_20.jpg,Kashyap_22.jpg,./Images/Jessica Alba/Jessica Alba_20.jpg,./Images/Kashyap/Kashyap_22.jpg,False,
Kashyap,Kashyap_13.jpg,Anushka Sharma_1.jpg,./Images/Kashyap/Kashyap_13.jpg,./Images/Anushka Sharma/Anushka Sharma_1.jpg,False,
Courtney Cox,Courtney Cox_34.jpg,Robert Downey Jr_26.jpg,./Images/Courtney Cox/Courtney Cox_34.jpg,./Images/Robert Downey Jr/Robert Downey Jr_26.jpg,False,
Camila Cabello,Camila Cabello_42.jpg,Dwayne Johnson_22.jpg,./Images/Camila Cabello/Camila Cabello_42.jpg,./Images/Dwayne Johnson/Dwayne Johnson_22.jpg,False,
Virat Kohli,Virat Kohli_0.jpg,Alexandra Daddario_41.jpg,./Images/Virat Kohli/Virat Kohli_0.jpg,./Images/Alexandra Daddario/Alexandra Daddario_41.jpg,False,
Hrithik Roshan,Hrithik Roshan_83.jpg,Hugh Jackman_101.jpg,./Images/Hrithik Roshan/Hrithik Roshan_83.jpg,./Images/Hugh Jackman/Hugh Jackman_101.jpg,False,
